Date,Date,Q (m3/s),T (C)
2023-06-15 00:22:00,2023-06-15 00:22:00,0.0303512,3.06
2023-06-15 00:32:00,2023-06-15 00:32:00,0.0303512,3.06
2023-06-15 00:42:00,2023-06-15 00:42:00,0.0303512,3.06
2023-06-15 00:52:00,2023-06-15 00:52:00,0.0303512,3.06
2023-06-15 01:02:00,2023-06-15 01:02:00,0.0303512,3.06
2023-06-15 01:12:00,2023-06-15 01:12:00,0.0303512,3.06
2023-06-15 01:22:00,2023-06-15 01:22:00,0.0303512,3.06
2023-06-15 01:32:00,2023-06-15 01:32:00,0.0303512,3.06
2023-06-15 01:42:00,2023-06-15 01:42:00,0.0303512,3.06
2023-06-15 01:52:00,2023-06-15 01:52:00,0.0303512,3.06
2023-06-15 02:02:00,2023-06-15 02:02:00,0.0303512,3.06
2023-06-15 02:12:00,2023-06-15 02:12:00,0.0303512,3.06
2023-06-15 02:22:00,2023-06-15 02:22:00,0.0303512,3.06
2023-06-15 02:32:00,2023-06-15 02:32:00,0.0303512,3.06
2023-06-15 02:42:00,2023-06-15 02:42:00,0.0303512,3.06
2023-06-15 02:52:00,2023-06-15 02:52:00,0.0303512,3.06
2023-06-15 03:02:00,2023-06-15 03:02:00,0.0303512,3.06
2023-06-15 03:12:00,2023-06-15 03:12:00,0.0303512,3.06
2023-06-15 03:22:00,2023-06-15 03:22:00,0.0303512,3.06
2023-06-15 03:32:00,2023-06-15 03:32:00,0.0303512,2.95
2023-06-15 03:42:00,2023-06-15 03:42:00,0.0303512,2.95
2023-06-15 03:52:00,2023-06-15 03:52:00,0.0303512,2.95
2023-06-15 04:02:00,2023-06-15 04:02:00,0.0303512,2.95
2023-06-15 04:12:00,2023-06-15 04:12:00,0.0303512,2.95
2023-06-15 04:22:00,2023-06-15 04:22:00,0.0303512,2.95
2023-06-15 04:32:00,2023-06-15 04:32:00,0.0303512,2.95
2023-06-15 04:42:00,2023-06-15 04:42:00,0.0303512,2.95
2023-06-15 04:52:00,2023-06-15 04:52:00,0.0303512,2.95
2023-06-15 05:02:00,2023-06-15 05:02:00,0.0303512,2.95
2023-06-15 05:12:00,2023-06-15 05:12:00,0.0303512,2.85
2023-06-15 05:22:00,2023-06-15 05:22:00,0.0303512,2.85
2023-06-15 05:32:00,2023-06-15 05:32:00,0.0303512,2.85
2023-06-15 05:42:00,2023-06-15 05:42:00,0.0303512,2.85
2023-06-15 05:52:00,2023-06-15 05:52:00,0.0303512,2.85
2023-06-15 06:02:00,2023-06-15 06:02:00,0.0303512,2.85
2023-06-15 06:12:00,2023-06-15 06:12:00,0.0303512,2.85
2023-06-15 06:22:00,2023-06-15 06:22:00,0.0303512,2.85
2023-06-15 06:32:00,2023-06-15 06:32:00,0.0303512,2.85
2023-06-15 06:42:00,2023-06-15 06:42:00,0.0303512,2.85
2023-06-15 06:52:00,2023-06-15 06:52:00,0.0303512,2.95
2023-06-15 07:02:00,2023-06-15 07:02:00,0.0303512,2.95
2023-06-15 07:12:00,2023-06-15 07:12:00,0.0303512,2.95
2023-06-15 07:22:00,2023-06-15 07:22:00,0.0303512,2.95
2023-06-15 07:32:00,2023-06-15 07:32:00,0.0303512,2.95
2023-06-15 07:42:00,2023-06-15 07:42:00,0.0303512,3.06
2023-06-15 07:52:00,2023-06-15 07:52:00,0.0303512,3.06
2023-06-15 08:02:00,2023-06-15 08:02:00,0.0303512,3.06
2023-06-15 08:12:00,2023-06-15 08:12:00,0.0303512,3.16
2023-06-15 08:22:00,2023-06-15 08:22:00,0.0303512,3.16
2023-06-15 08:32:00,2023-06-15 08:32:00,0.0303512,3.27
2023-06-15 08:42:00,2023-06-15 08:42:00,0.0303512,3.38
2023-06-15 08:52:00,2023-06-15 08:52:00,0.0303512,3.48
2023-06-15 09:02:00,2023-06-15 09:02:00,0.0303512,3.59
2023-06-15 09:12:00,2023-06-15 09:12:00,0.0303512,3.69
2023-06-15 09:22:00,2023-06-15 09:22:00,0.0303512,3.8
2023-06-15 09:32:00,2023-06-15 09:32:00,0.0303512,3.9
2023-06-15 09:42:00,2023-06-15 09:42:00,0.0303512,3.9
2023-06-15 09:52:00,2023-06-15 09:52:00,0.027964576,3.8
2023-06-15 10:02:00,2023-06-15 10:02:00,0.0303512,3.69
2023-06-15 10:12:00,2023-06-15 10:12:00,0.0303512,3.69
2023-06-15 10:22:00,2023-06-15 10:22:00,0.0303512,3.59
2023-06-15 10:32:00,2023-06-15 10:32:00,0.0303512,3.59
2023-06-15 10:42:00,2023-06-15 10:42:00,0.0303512,3.48
2023-06-15 10:52:00,2023-06-15 10:52:00,0.0303512,3.48
2023-06-15 11:02:00,2023-06-15 11:02:00,0.0303512,3.48
2023-06-15 11:12:00,2023-06-15 11:12:00,0.0303512,3.48
2023-06-15 11:22:00,2023-06-15 11:22:00,0.0303512,3.59
2023-06-15 11:32:00,2023-06-15 11:32:00,0.0303512,3.69
2023-06-15 11:42:00,2023-06-15 11:42:00,0.0303512,3.9
2023-06-15 11:52:00,2023-06-15 11:52:00,0.0303512,3.9
2023-06-15 12:02:00,2023-06-15 12:02:00,0.0303512,4.11
2023-06-15 12:12:00,2023-06-15 12:12:00,0.0303512,4.22
2023-06-15 12:22:00,2023-06-15 12:22:00,0.0303512,4.32
2023-06-15 12:32:00,2023-06-15 12:32:00,0.027964576,4.32
2023-06-15 12:42:00,2023-06-15 12:42:00,0.0303512,4.22
2023-06-15 12:52:00,2023-06-15 12:52:00,0.0303512,4.32
2023-06-15 13:02:00,2023-06-15 13:02:00,0.0303512,4.43
2023-06-15 13:12:00,2023-06-15 13:12:00,0.0303512,4.53
2023-06-15 13:22:00,2023-06-15 13:22:00,0.0303512,4.53
2023-06-15 13:32:00,2023-06-15 13:32:00,0.0303512,4.63
2023-06-15 13:42:00,2023-06-15 13:42:00,0.0303512,4.53
2023-06-15 13:52:00,2023-06-15 13:52:00,0.0303512,4.53
2023-06-15 14:02:00,2023-06-15 14:02:00,0.0303512,4.63
2023-06-15 14:12:00,2023-06-15 14:12:00,0.0303512,4.63
2023-06-15 14:22:00,2023-06-15 14:22:00,0.0303512,4.74
2023-06-15 14:32:00,2023-06-15 14:32:00,0.0303512,4.63
2023-06-15 14:42:00,2023-06-15 14:42:00,0.0303512,4.63
2023-06-15 14:52:00,2023-06-15 14:52:00,0.0303512,4.53
2023-06-15 15:02:00,2023-06-15 15:02:00,0.0303512,4.32
2023-06-15 15:12:00,2023-06-15 15:12:00,0.0303512,4.11
2023-06-15 15:22:00,2023-06-15 15:22:00,0.0303512,4.11
2023-06-15 15:32:00,2023-06-15 15:32:00,0.0303512,4.22
2023-06-15 15:42:00,2023-06-15 15:42:00,0.0303512,4.22
2023-06-15 15:52:00,2023-06-15 15:52:00,0.0303512,4.22
2023-06-15 16:02:00,2023-06-15 16:02:00,0.0303512,4.22
2023-06-15 16:12:00,2023-06-15 16:12:00,0.0303512,4.22
2023-06-15 16:22:00,2023-06-15 16:22:00,0.0303512,4.22
2023-06-15 16:32:00,2023-06-15 16:32:00,0.0303512,4.11
2023-06-15 16:42:00,2023-06-15 16:42:00,0.0303512,4.01
2023-06-15 16:52:00,2023-06-15 16:52:00,0.0303512,4.01
2023-06-15 17:02:00,2023-06-15 17:02:00,0.0303512,3.9
2023-06-15 17:12:00,2023-06-15 17:12:00,0.0303512,3.9
2023-06-15 17:22:00,2023-06-15 17:22:00,0.0303512,3.8
2023-06-15 17:32:00,2023-06-15 17:32:00,0.032856038,3.8
2023-06-15 17:42:00,2023-06-15 17:42:00,0.032856038,3.8
2023-06-15 17:52:00,2023-06-15 17:52:00,0.0303512,3.8
2023-06-15 18:02:00,2023-06-15 18:02:00,0.0303512,3.8
2023-06-15 18:12:00,2023-06-15 18:12:00,0.032856038,3.69
2023-06-15 18:22:00,2023-06-15 18:22:00,0.032856038,3.69
2023-06-15 18:32:00,2023-06-15 18:32:00,0.032856038,3.69
2023-06-15 18:42:00,2023-06-15 18:42:00,0.032856038,3.69
2023-06-15 18:52:00,2023-06-15 18:52:00,0.032856038,3.59
2023-06-15 19:02:00,2023-06-15 19:02:00,0.032856038,3.59
2023-06-15 19:12:00,2023-06-15 19:12:00,0.032856038,3.59
2023-06-15 19:22:00,2023-06-15 19:22:00,0.032856038,3.59
2023-06-15 19:32:00,2023-06-15 19:32:00,0.0303512,3.59
2023-06-15 19:42:00,2023-06-15 19:42:00,0.032856038,3.59
2023-06-15 19:52:00,2023-06-15 19:52:00,0.032856038,3.48
2023-06-15 20:02:00,2023-06-15 20:02:00,0.0303512,3.48
2023-06-15 20:12:00,2023-06-15 20:12:00,0.0303512,3.48
2023-06-15 20:22:00,2023-06-15 20:22:00,0.0303512,3.48
2023-06-15 20:32:00,2023-06-15 20:32:00,0.0303512,3.48
2023-06-15 20:42:00,2023-06-15 20:42:00,0.032856038,3.38
2023-06-15 20:52:00,2023-06-15 20:52:00,0.032856038,3.38
2023-06-15 21:02:00,2023-06-15 21:02:00,0.032856038,3.38
2023-06-15 21:12:00,2023-06-15 21:12:00,0.032856038,3.38
2023-06-15 21:22:00,2023-06-15 21:22:00,0.032856038,3.38
2023-06-15 21:32:00,2023-06-15 21:32:00,0.032856038,3.38
2023-06-15 21:42:00,2023-06-15 21:42:00,0.032856038,3.38
2023-06-15 21:52:00,2023-06-15 21:52:00,0.032856038,3.27
2023-06-15 22:02:00,2023-06-15 22:02:00,0.032856038,3.27
2023-06-15 22:12:00,2023-06-15 22:12:00,0.032856038,3.27
2023-06-15 22:22:00,2023-06-15 22:22:00,0.032856038,3.27
2023-06-15 22:32:00,2023-06-15 22:32:00,0.032856038,3.27
2023-06-15 22:42:00,2023-06-15 22:42:00,0.032856038,3.27
2023-06-15 22:52:00,2023-06-15 22:52:00,0.032856038,3.27
2023-06-15 23:02:00,2023-06-15 23:02:00,0.032856038,3.27
2023-06-15 23:12:00,2023-06-15 23:12:00,0.032856038,3.27
2023-06-15 23:22:00,2023-06-15 23:22:00,0.032856038,3.16
2023-06-15 23:32:00,2023-06-15 23:32:00,0.032856038,3.16
2023-06-15 23:42:00,2023-06-15 23:42:00,0.032856038,3.16
2023-06-15 23:52:00,2023-06-15 23:52:00,0.032856038,3.16
2023-06-16 00:02:00,2023-06-16 00:02:00,0.032856038,3.16
2023-06-16 00:12:00,2023-06-16 00:12:00,0.032856038,3.16
2023-06-16 00:22:00,2023-06-16 00:22:00,0.032856038,3.16
2023-06-16 00:32:00,2023-06-16 00:32:00,0.032856038,3.16
2023-06-16 00:42:00,2023-06-16 00:42:00,0.032856038,3.16
2023-06-16 00:52:00,2023-06-16 00:52:00,0.032856038,3.16
2023-06-16 01:02:00,2023-06-16 01:02:00,0.032856038,3.16
2023-06-16 01:12:00,2023-06-16 01:12:00,0.032856038,3.16
2023-06-16 01:22:00,2023-06-16 01:22:00,0.032856038,3.16
2023-06-16 01:32:00,2023-06-16 01:32:00,0.032856038,3.06
2023-06-16 01:42:00,2023-06-16 01:42:00,0.032856038,3.06
2023-06-16 01:52:00,2023-06-16 01:52:00,0.032856038,3.06
2023-06-16 02:02:00,2023-06-16 02:02:00,0.032856038,3.06
2023-06-16 02:12:00,2023-06-16 02:12:00,0.032856038,3.06
2023-06-16 02:22:00,2023-06-16 02:22:00,0.032856038,3.06
2023-06-16 02:32:00,2023-06-16 02:32:00,0.032856038,3.06
2023-06-16 02:42:00,2023-06-16 02:42:00,0.032856038,3.06
2023-06-16 02:52:00,2023-06-16 02:52:00,0.032856038,3.06
2023-06-16 03:02:00,2023-06-16 03:02:00,0.032856038,3.06
2023-06-16 03:12:00,2023-06-16 03:12:00,0.032856038,3.06
2023-06-16 03:22:00,2023-06-16 03:22:00,0.032856038,3.06
2023-06-16 03:32:00,2023-06-16 03:32:00,0.032856038,3.06
2023-06-16 03:42:00,2023-06-16 03:42:00,0.032856038,3.06
2023-06-16 03:52:00,2023-06-16 03:52:00,0.032856038,3.06
2023-06-16 04:02:00,2023-06-16 04:02:00,0.032856038,3.06
2023-06-16 04:12:00,2023-06-16 04:12:00,0.032856038,3.06
2023-06-16 04:22:00,2023-06-16 04:22:00,0.032856038,3.06
2023-06-16 04:32:00,2023-06-16 04:32:00,0.032856038,3.06
2023-06-16 04:42:00,2023-06-16 04:42:00,0.032856038,3.06
2023-06-16 04:52:00,2023-06-16 04:52:00,0.032856038,3.06
2023-06-16 05:02:00,2023-06-16 05:02:00,0.032856038,3.06
2023-06-16 05:12:00,2023-06-16 05:12:00,0.032856038,3.06
2023-06-16 05:22:00,2023-06-16 05:22:00,0.032856038,3.06
2023-06-16 05:32:00,2023-06-16 05:32:00,0.032856038,3.06
2023-06-16 05:42:00,2023-06-16 05:42:00,0.032856038,3.06
2023-06-16 05:52:00,2023-06-16 05:52:00,0.032856038,3.06
2023-06-16 06:02:00,2023-06-16 06:02:00,0.032856038,3.06
2023-06-16 06:12:00,2023-06-16 06:12:00,0.032856038,3.06
2023-06-16 06:22:00,2023-06-16 06:22:00,0.032856038,3.06
2023-06-16 06:32:00,2023-06-16 06:32:00,0.032856038,3.06
2023-06-16 06:42:00,2023-06-16 06:42:00,0.032856038,3.06
2023-06-16 06:52:00,2023-06-16 06:52:00,0.032856038,3.06
2023-06-16 07:02:00,2023-06-16 07:02:00,0.032856038,3.06
2023-06-16 07:12:00,2023-06-16 07:12:00,0.032856038,3.06
2023-06-16 07:22:00,2023-06-16 07:22:00,0.032856038,3.06
2023-06-16 07:32:00,2023-06-16 07:32:00,0.032856038,3.06
2023-06-16 07:42:00,2023-06-16 07:42:00,0.032856038,3.16
2023-06-16 07:52:00,2023-06-16 07:52:00,0.032856038,3.16
2023-06-16 08:02:00,2023-06-16 08:02:00,0.032856038,3.16
2023-06-16 08:12:00,2023-06-16 08:12:00,0.032856038,3.27
2023-06-16 08:22:00,2023-06-16 08:22:00,0.032856038,3.27
2023-06-16 08:32:00,2023-06-16 08:32:00,0.032856038,3.27
2023-06-16 08:42:00,2023-06-16 08:42:00,0.032856038,3.27
2023-06-16 08:52:00,2023-06-16 08:52:00,0.032856038,3.38
2023-06-16 09:02:00,2023-06-16 09:02:00,0.032856038,3.38
2023-06-16 09:12:00,2023-06-16 09:12:00,0.032856038,3.38
2023-06-16 09:22:00,2023-06-16 09:22:00,0.032856038,3.38
2023-06-16 09:32:00,2023-06-16 09:32:00,0.032856038,3.48
2023-06-16 09:42:00,2023-06-16 09:42:00,0.032856038,3.59
2023-06-16 09:52:00,2023-06-16 09:52:00,0.032856038,3.59
2023-06-16 10:02:00,2023-06-16 10:02:00,0.032856038,3.59
2023-06-16 10:12:00,2023-06-16 10:12:00,0.032856038,3.69
2023-06-16 10:22:00,2023-06-16 10:22:00,0.032856038,3.8
2023-06-16 10:32:00,2023-06-16 10:32:00,0.032856038,3.9
2023-06-16 10:42:00,2023-06-16 10:42:00,0.032856038,3.9
2023-06-16 10:52:00,2023-06-16 10:52:00,0.032856038,4.01
2023-06-16 11:02:00,2023-06-16 11:02:00,0.032856038,4.22
2023-06-16 11:12:00,2023-06-16 11:12:00,0.032856038,4.32
2023-06-16 11:22:00,2023-06-16 11:22:00,0.032856038,4.32
2023-06-16 11:32:00,2023-06-16 11:32:00,0.032856038,4.11
2023-06-16 11:42:00,2023-06-16 11:42:00,0.032856038,4.11
2023-06-16 11:52:00,2023-06-16 11:52:00,0.032856038,4.01
2023-06-16 12:02:00,2023-06-16 12:02:00,0.032856038,3.9
2023-06-16 12:12:00,2023-06-16 12:12:00,0.032856038,4.01
2023-06-16 12:22:00,2023-06-16 12:22:00,0.032856038,4.11
2023-06-16 12:32:00,2023-06-16 12:32:00,0.032856038,4.11
2023-06-16 12:42:00,2023-06-16 12:42:00,0.032856038,3.9
2023-06-16 12:52:00,2023-06-16 12:52:00,0.032856038,4.01
2023-06-16 13:02:00,2023-06-16 13:02:00,0.032856038,4.01
2023-06-16 13:12:00,2023-06-16 13:12:00,0.032856038,4.11
2023-06-16 13:22:00,2023-06-16 13:22:00,0.032856038,4.22
2023-06-16 13:32:00,2023-06-16 13:32:00,0.032856038,4.32
2023-06-16 13:42:00,2023-06-16 13:42:00,0.032856038,4.43
2023-06-16 13:52:00,2023-06-16 13:52:00,0.032856038,4.63
2023-06-16 14:02:00,2023-06-16 14:02:00,0.032856038,4.74
2023-06-16 14:12:00,2023-06-16 14:12:00,0.032856038,4.74
2023-06-16 14:22:00,2023-06-16 14:22:00,0.032856038,4.53
2023-06-16 14:32:00,2023-06-16 14:32:00,0.032856038,4.32
2023-06-16 14:42:00,2023-06-16 14:42:00,0.032856038,4.11
2023-06-16 14:52:00,2023-06-16 14:52:00,0.032856038,4.01
2023-06-16 15:02:00,2023-06-16 15:02:00,0.032856038,4.01
2023-06-16 15:12:00,2023-06-16 15:12:00,0.032856038,3.9
2023-06-16 15:22:00,2023-06-16 15:22:00,0.032856038,3.9
2023-06-16 15:32:00,2023-06-16 15:32:00,0.032856038,3.8
2023-06-16 15:42:00,2023-06-16 15:42:00,0.032856038,3.8
2023-06-16 15:52:00,2023-06-16 15:52:00,0.032856038,3.59
2023-06-16 16:02:00,2023-06-16 16:02:00,0.032856038,3.48
2023-06-16 16:12:00,2023-06-16 16:12:00,0.032856038,3.59
2023-06-16 16:22:00,2023-06-16 16:22:00,0.032856038,3.59
2023-06-16 16:32:00,2023-06-16 16:32:00,0.032856038,3.48
2023-06-16 16:42:00,2023-06-16 16:42:00,0.03548098,3.48
2023-06-16 16:52:00,2023-06-16 16:52:00,0.032856038,3.48
2023-06-16 17:02:00,2023-06-16 17:02:00,0.032856038,3.48
2023-06-16 17:12:00,2023-06-16 17:12:00,0.032856038,3.48
2023-06-16 17:22:00,2023-06-16 17:22:00,0.03548098,3.48
2023-06-16 17:32:00,2023-06-16 17:32:00,0.03548098,3.38
2023-06-16 17:42:00,2023-06-16 17:42:00,0.03548098,3.38
2023-06-16 17:52:00,2023-06-16 17:52:00,0.03548098,3.38
2023-06-16 18:02:00,2023-06-16 18:02:00,0.03548098,3.38
2023-06-16 18:12:00,2023-06-16 18:12:00,0.032856038,3.38
2023-06-16 18:22:00,2023-06-16 18:22:00,0.03548098,3.38
2023-06-16 18:32:00,2023-06-16 18:32:00,0.03548098,3.38
2023-06-16 18:42:00,2023-06-16 18:42:00,0.03548098,3.38
2023-06-16 18:52:00,2023-06-16 18:52:00,0.032856038,3.27
2023-06-16 19:02:00,2023-06-16 19:02:00,0.03548098,3.38
2023-06-16 19:12:00,2023-06-16 19:12:00,0.03548098,3.38
2023-06-16 19:22:00,2023-06-16 19:22:00,0.03548098,3.27
2023-06-16 19:32:00,2023-06-16 19:32:00,0.03548098,3.27
2023-06-16 19:42:00,2023-06-16 19:42:00,0.03548098,3.27
2023-06-16 19:52:00,2023-06-16 19:52:00,0.03548098,3.27
2023-06-16 20:02:00,2023-06-16 20:02:00,0.03548098,3.27
2023-06-16 20:12:00,2023-06-16 20:12:00,0.03548098,3.27
2023-06-16 20:22:00,2023-06-16 20:22:00,0.03548098,3.27
2023-06-16 20:32:00,2023-06-16 20:32:00,0.03548098,3.16
2023-06-16 20:42:00,2023-06-16 20:42:00,0.03548098,3.16
2023-06-16 20:52:00,2023-06-16 20:52:00,0.03548098,3.16
2023-06-16 21:02:00,2023-06-16 21:02:00,0.03548098,3.16
2023-06-16 21:12:00,2023-06-16 21:12:00,0.03548098,3.16
2023-06-16 21:22:00,2023-06-16 21:22:00,0.03548098,3.16
2023-06-16 21:32:00,2023-06-16 21:32:00,0.03548098,3.16
2023-06-16 21:42:00,2023-06-16 21:42:00,0.03548098,3.16
2023-06-16 21:52:00,2023-06-16 21:52:00,0.03548098,3.16
2023-06-16 22:02:00,2023-06-16 22:02:00,0.03548098,3.16
2023-06-16 22:12:00,2023-06-16 22:12:00,0.03548098,3.16
2023-06-16 22:22:00,2023-06-16 22:22:00,0.03548098,3.16
2023-06-16 22:32:00,2023-06-16 22:32:00,0.03548098,3.06
2023-06-16 22:42:00,2023-06-16 22:42:00,0.03548098,3.06
2023-06-16 22:52:00,2023-06-16 22:52:00,0.03548098,3.06
2023-06-16 23:02:00,2023-06-16 23:02:00,0.03548098,3.06
2023-06-16 23:12:00,2023-06-16 23:12:00,0.03548098,3.06
2023-06-16 23:22:00,2023-06-16 23:22:00,0.03548098,3.06
2023-06-16 23:32:00,2023-06-16 23:32:00,0.03548098,2.95
2023-06-16 23:42:00,2023-06-16 23:42:00,0.03548098,2.95
2023-06-16 23:52:00,2023-06-16 23:52:00,0.03548098,2.95
2023-06-17 00:02:00,2023-06-17 00:02:00,0.03548098,2.95
2023-06-17 00:12:00,2023-06-17 00:12:00,0.03548098,2.85
2023-06-17 00:22:00,2023-06-17 00:22:00,0.03548098,2.85
2023-06-17 00:32:00,2023-06-17 00:32:00,0.03548098,2.85
2023-06-17 00:42:00,2023-06-17 00:42:00,0.03548098,2.85
2023-06-17 00:52:00,2023-06-17 00:52:00,0.03548098,2.85
2023-06-17 01:02:00,2023-06-17 01:02:00,0.03548098,2.85
2023-06-17 01:12:00,2023-06-17 01:12:00,0.03548098,2.85
2023-06-17 01:22:00,2023-06-17 01:22:00,0.03548098,2.85
2023-06-17 01:32:00,2023-06-17 01:32:00,0.03548098,2.74
2023-06-17 01:42:00,2023-06-17 01:42:00,0.03548098,2.74
2023-06-17 01:52:00,2023-06-17 01:52:00,0.03548098,2.74
2023-06-17 02:02:00,2023-06-17 02:02:00,0.03548098,2.74
2023-06-17 02:12:00,2023-06-17 02:12:00,0.03548098,2.74
2023-06-17 02:22:00,2023-06-17 02:22:00,0.03548098,2.74
2023-06-17 02:32:00,2023-06-17 02:32:00,0.03548098,2.74
2023-06-17 02:42:00,2023-06-17 02:42:00,0.03548098,2.74
2023-06-17 02:52:00,2023-06-17 02:52:00,0.03548098,2.74
2023-06-17 03:02:00,2023-06-17 03:02:00,0.03548098,2.74
2023-06-17 03:12:00,2023-06-17 03:12:00,0.03548098,2.85
2023-06-17 03:22:00,2023-06-17 03:22:00,0.03548098,2.85
2023-06-17 03:32:00,2023-06-17 03:32:00,0.03548098,2.85
2023-06-17 03:42:00,2023-06-17 03:42:00,0.03548098,2.85
2023-06-17 03:52:00,2023-06-17 03:52:00,0.03548098,2.85
2023-06-17 04:02:00,2023-06-17 04:02:00,0.032856038,2.85
2023-06-17 04:12:00,2023-06-17 04:12:00,0.032856038,2.85
2023-06-17 04:22:00,2023-06-17 04:22:00,0.03548098,2.74
2023-06-17 04:32:00,2023-06-17 04:32:00,0.03548098,2.74
2023-06-17 04:42:00,2023-06-17 04:42:00,0.032856038,2.74
2023-06-17 04:52:00,2023-06-17 04:52:00,0.03548098,2.74
2023-06-17 05:02:00,2023-06-17 05:02:00,0.032856038,2.74
2023-06-17 05:12:00,2023-06-17 05:12:00,0.03548098,2.74
2023-06-17 05:22:00,2023-06-17 05:22:00,0.03548098,2.74
2023-06-17 05:32:00,2023-06-17 05:32:00,0.03548098,2.74
2023-06-17 05:42:00,2023-06-17 05:42:00,0.03548098,2.74
2023-06-17 05:52:00,2023-06-17 05:52:00,0.03548098,2.74
2023-06-17 06:02:00,2023-06-17 06:02:00,0.03548098,2.85
2023-06-17 06:12:00,2023-06-17 06:12:00,0.032856038,2.85
2023-06-17 06:22:00,2023-06-17 06:22:00,0.03548098,2.85
2023-06-17 06:32:00,2023-06-17 06:32:00,0.032856038,2.74
2023-06-17 06:42:00,2023-06-17 06:42:00,0.032856038,2.74
2023-06-17 06:52:00,2023-06-17 06:52:00,0.03548098,2.63
2023-06-17 07:02:00,2023-06-17 07:02:00,0.03548098,2.53
2023-06-17 07:12:00,2023-06-17 07:12:00,0.03548098,2.42
2023-06-17 07:22:00,2023-06-17 07:22:00,0.03548098,2.42
2023-06-17 07:32:00,2023-06-17 07:32:00,0.03548098,2.42
2023-06-17 07:42:00,2023-06-17 07:42:00,0.03548098,2.42
2023-06-17 07:52:00,2023-06-17 07:52:00,0.03548098,2.42
2023-06-17 08:02:00,2023-06-17 08:02:00,0.03548098,2.42
2023-06-17 08:12:00,2023-06-17 08:12:00,0.03548098,2.53
2023-06-17 08:22:00,2023-06-17 08:22:00,0.03548098,2.53
2023-06-17 08:32:00,2023-06-17 08:32:00,0.03548098,2.53
2023-06-17 08:42:00,2023-06-17 08:42:00,0.03548098,2.53
2023-06-17 08:52:00,2023-06-17 08:52:00,0.03548098,2.63
2023-06-17 09:02:00,2023-06-17 09:02:00,0.03548098,2.63
2023-06-17 09:12:00,2023-06-17 09:12:00,0.03548098,2.63
2023-06-17 09:22:00,2023-06-17 09:22:00,0.03548098,2.63
2023-06-17 09:32:00,2023-06-17 09:32:00,0.03548098,2.63
2023-06-17 09:42:00,2023-06-17 09:42:00,0.03548098,2.74
2023-06-17 09:52:00,2023-06-17 09:52:00,0.03548098,2.74
2023-06-17 10:02:00,2023-06-17 10:02:00,0.03548098,2.74
2023-06-17 10:12:00,2023-06-17 10:12:00,0.03548098,2.85
2023-06-17 10:22:00,2023-06-17 10:22:00,0.03548098,2.85
2023-06-17 10:32:00,2023-06-17 10:32:00,0.03548098,2.95
2023-06-17 10:42:00,2023-06-17 10:42:00,0.03548098,3.06
2023-06-17 10:52:00,2023-06-17 10:52:00,0.03548098,3.06
2023-06-17 11:02:00,2023-06-17 11:02:00,0.03548098,3.06
2023-06-17 11:12:00,2023-06-17 11:12:00,0.03548098,3.06
2023-06-17 11:22:00,2023-06-17 11:22:00,0.03548098,3.06
2023-06-17 11:32:00,2023-06-17 11:32:00,0.03548098,3.16
2023-06-17 11:42:00,2023-06-17 11:42:00,0.03548098,3.16
2023-06-17 11:52:00,2023-06-17 11:52:00,0.03548098,3.27
2023-06-17 12:02:00,2023-06-17 12:02:00,0.03548098,3.38
2023-06-17 12:12:00,2023-06-17 12:12:00,0.038227888,3.38
2023-06-17 12:22:00,2023-06-17 12:22:00,0.03548098,3.38
2023-06-17 12:32:00,2023-06-17 12:32:00,0.038227888,3.59
2023-06-17 12:42:00,2023-06-17 12:42:00,0.03548098,3.8
2023-06-17 12:52:00,2023-06-17 12:52:00,0.03548098,4.11
2023-06-17 13:02:00,2023-06-17 13:02:00,0.03548098,4.22
2023-06-17 13:12:00,2023-06-17 13:12:00,0.03548098,4.22
2023-06-17 13:22:00,2023-06-17 13:22:00,0.038227888,4.32
2023-06-17 13:32:00,2023-06-17 13:32:00,0.038227888,4.22
2023-06-17 13:42:00,2023-06-17 13:42:00,0.03548098,4.01
2023-06-17 13:52:00,2023-06-17 13:52:00,0.03548098,4.01
2023-06-17 14:02:00,2023-06-17 14:02:00,0.03548098,4.11
2023-06-17 14:12:00,2023-06-17 14:12:00,0.03548098,4.22
2023-06-17 14:22:00,2023-06-17 14:22:00,0.03548098,4.11
2023-06-17 14:32:00,2023-06-17 14:32:00,0.03548098,3.8
2023-06-17 14:42:00,2023-06-17 14:42:00,0.03548098,3.59
2023-06-17 14:52:00,2023-06-17 14:52:00,0.03548098,3.59
2023-06-17 15:02:00,2023-06-17 15:02:00,0.03548098,3.48
2023-06-17 15:12:00,2023-06-17 15:12:00,0.03548098,3.38
2023-06-17 15:22:00,2023-06-17 15:22:00,0.038227888,3.27
2023-06-17 15:32:00,2023-06-17 15:32:00,0.038227888,3.16
2023-06-17 15:42:00,2023-06-17 15:42:00,0.038227888,3.27
2023-06-17 15:52:00,2023-06-17 15:52:00,0.038227888,3.38
2023-06-17 16:02:00,2023-06-17 16:02:00,0.038227888,3.48
2023-06-17 16:12:00,2023-06-17 16:12:00,0.038227888,3.48
2023-06-17 16:22:00,2023-06-17 16:22:00,0.038227888,3.48
2023-06-17 16:32:00,2023-06-17 16:32:00,0.038227888,3.48
2023-06-17 16:42:00,2023-06-17 16:42:00,0.038227888,3.48
2023-06-17 16:52:00,2023-06-17 16:52:00,0.03548098,3.59
